,S.NO,Insurance Name,Age,Profile,Government/Private,Health Condition,Coverage
1786,1786,A Plus Silver by Universal Sompo,18-65,Self,private,Hypertension,5000000
1787,1787,A Plus Gold by Universal Sompo,18-65,Self,private,Hypertension,5000000
1788,1788,A Plus Diamond by Universal Sompo,18-65,Self,private,Hypertension,5000000
1789,1789,A Plus Silver by Universal Sompo,18-65,Self,private,Hypertension,10000000
1790,1790,A Plus Gold by Universal Sompo,18-65,Self,private,Hypertension,10000000
1791,1791,A Plus Diamond by Universal Sompo,18-65,Self,private,Hypertension,10000000
1792,1792,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Hypertension,500000
1793,1793,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,500000
1794,1794,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Hypertension,500000
1795,1795,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Hypertension,1000000
1796,1796,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,1000000
1797,1797,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Hypertension,1000000
1798,1798,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Hypertension,2000000
1799,1799,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,2000000
1800,1800,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Hypertension,2000000
1801,1801,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Hypertension,5000000
1802,1802,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,5000000
1803,1803,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Hypertension,5000000
1804,1804,A Plus Silver by Universal Sompo,18-65,Senior Citizen,private,Hypertension,10000000
1805,1805,A Plus Gold by Universal Sompo,18-65,Senior Citizen,private,Hypertension,10000000
1806,1806,A Plus Diamond by Universal Sompo,18-65,Senior Citizen,private,Hypertension,10000000
1807,1807,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse and 2Kids,Government,Others,500000
1808,1808,Aam Aadmi Bhima Yojana,18-60,Self and Spouse and 2Kids,Government,Others,75000
1809,1809,New Health Insurance Scheme,18-75,Self and Spouse and 2Kids,Government,Others,100000
1810,1810,Amma Health Insurance,18-75,Self and Spouse and 2Kids,Government,Others,500000
1811,1811,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse and 2Kids,Government,Others,300000
1812,1812,Awaz Health Insurance Scheme,18-75,Self and Spouse and 2Kids,Government,Others,200000
1813,1813,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse and 1Kid,Government,Others,500000
1814,1814,Aam Aadmi Bhima Yojana,18-60,Self and Spouse and 1Kid,Government,Others,75000
1815,1815,New Health Insurance Scheme,18-75,Self and Spouse and 1Kid,Government,Others,100000
1816,1816,Amma Health Insurance,18-75,Self and Spouse and 1Kid,Government,Others,500000
1817,1817,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse and 1Kid,Government,Others,300000
1818,1818,Awaz Health Insurance Scheme,18-75,Self and Spouse and 1Kid,Government,Others,200000
1819,1819,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse,Government,Others,500000
1820,1820,Aam Aadmi Bhima Yojana,18-60,Self and Spouse,Government,Others,75000
1821,1821,New Health Insurance Scheme,18-75,Self and Spouse,Government,Others,100000
1822,1822,Amma Health Insurance,18-75,Self and Spouse,Government,Others,500000
1823,1823,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse,Government,Others,300000
1824,1824,Awaz Health Insurance Scheme,18-75,Self and Spouse,Government,Others,200000
1825,1825,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse,Government,Diabetes,500000
1826,1826,Aam Aadmi Bhima Yojana,18-60,Self and Spouse,Government,Diabetes,75000
1827,1827,New Health Insurance Scheme,18-75,Self and Spouse,Government,Diabetes,100000
1828,1828,Amma Health Insurance,18-75,Self and Spouse,Government,Diabetes,500000
1829,1829,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse,Government,Diabetes,300000
1830,1830,Awaz Health Insurance Scheme,18-75,Self and Spouse,Government,Diabetes,200000
1831,1831,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse,Government,Hypertension,500000
1832,1832,Aam Aadmi Bhima Yojana,18-60,Self and Spouse,Government,Hypertension,75000
1833,1833,New Health Insurance Scheme,18-75,Self and Spouse,Government,Hypertension,100000
1834,1834,Amma Health Insurance,18-75,Self and Spouse,Government,Hypertension,500000
1835,1835,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse,Government,Hypertension,300000
1836,1836,Awaz Health Insurance Scheme,18-75,Self and Spouse,Government,Hypertension,200000
1837,1837,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse and 1Kid,Government,Diabetes,500000
1838,1838,Aam Aadmi Bhima Yojana,18-60,Self and Spouse and 1Kid,Government,Diabetes,75000
1839,1839,New Health Insurance Scheme,18-75,Self and Spouse and 1Kid,Government,Diabetes,100000
1840,1840,Amma Health Insurance,18-75,Self and Spouse and 1Kid,Government,Diabetes,500000
1841,1841,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse and 1Kid,Government,Diabetes,300000
1842,1842,Ayushman Bharat Prandhan Mantri Jan Arogya Yojana,18-75,Self and Spouse and 1Kid,Government,Hypertension,500000
1843,1843,Aam Aadmi Bhima Yojana,18-60,Self and Spouse and 1Kid,Government,Hypertension,75000
1844,1844,New Health Insurance Scheme,18-75,Self and Spouse and 1Kid,Government,Hypertension,100000
1845,1845,Amma Health Insurance,18-75,Self and Spouse and 1Kid,Government,Hypertension,500000
1846,1846,Bhamasha Swastha Bhima Yojana,18-75,Self and Spouse and 1Kid,Government,Hypertension,300000
